id,(Intercept),mix8a
cbff13b5013921139f28a5115cf9f7a8,0.6618618565552382,0.11632170199869747
25e119f38effd7d58bf3442bd40eaf00,0.8638167321456999,0.30026972800670043
ee6a011da2550805c6fd434ab053464a,0.6618618565552388,0.467452862764366
c4dc084b83476f4b2c829da5b52fcb4d,0.6618618565552383,0.16258830197326624
02b4cbe5c2955ab2f66dc82cdf6dad64,0.7790142954692074,1.1616799691214748
7e7deb01f0491d33ecb87427fcbeb1ee,0.8907536603383904,0.3267709603453903
7346ee25c4de4df48f80d736342c1c02,0.6556490335388154,0.1127391107643026
fb6835364f1d79a14457f24bc50738d0,0.6618618565552383,0.21012130363598241
e04265a1b5b74d599d1000ac0f280268,0.6618618565552382,0.11632170199869749
67e959ec1398cee2946858ecda5af98b,0.7808227566531704,0.2195305240285065
b39f90da9ee92988c2e0f57748c70f4c,0.6618618565552383,0.11632170199869751
7da5a08a0f3713731b1ec0bdefe97783,0.6618618565552383,0.1527589592113142
c1cd0bc45f873697ab9156e7147e8d76,0.6618618565552383,0.13865734917999456
a9cdace376f468b22ea7bac7de7e029c,0.6618618565552382,0.28757883180579
e149acb95b2ccf99ebccc818ef8aac1f,0.6618618565552382,0.22694344848603407
c02e74171a45a7d8308e4581e6b79eab,0.6618618565552382,0.10719233042916922
59dd6d3f3f896c4309537cf26c3597a3,0.6346520195179717,0.10494980626336695
d88abff2ed5af388abe3bd71809f70e1,1.3498449875436072,0.7850173923541379
2bfdfef3ab9fe4d267c52f8ee5c80ddd,1.4052753957136417,0.8755242759784939
89fa0981707da59c8cede9f5d70afe62,0.6618618565552383,0.12495406182277684
f86222ce0aa7c48d5994451baf572b60,0.8834636414362468,0.31959004938748015
b7d6cf3f7467ca45087ca083796a0af0,0.6613516312082991,0.11601056042736431
d69464b2275c7c4514b5858d01db39b8,0.6618618565552381,0.09452618336165836
3421464bea79a54e7eef62009457230b,0.6618618565552383,0.09621136118475658
8b91e5b1c412877f96a4a342ab6dc680,0.7406911022990855,0.5943723282080671
1304d0f9dc2397bbf02e61577a2f5adc,0.661861856555238,0.2733305891675903
1f8747026500ce37ab66b935d9b1b53e,0.6618618565552384,0.09620439239281521
38c27ceaed634984c1225a82648cf571,0.8845218505559218,0.6421957543070815
266d3c050f6688d15024f3c36c9328d8,0.6618618565552383,0.26351307374565147
b39be459cc96689db8cd6b00a0d86e8e,0.8455987324840747,1.1483794691097453
87e503bff5c5886e5938a97aa0afb1d5,0.6618618565552382,0.1690983794685118
615d65be0a5ba4f62e9d7aa1bffb4277,0.6618618565552383,0.12495406182277684
3ebe761bfb1238c87195d431f41bf976,0.843172388455431,0.2753755845661533
fc3f584449d707e80bd4aa0efcd65508,1.002424541534179,0.4372920046214853
54c05a1e59ddd42bd97a0a8f522bf591,0.6618618565552382,0.18428692069546604
906a06fc904a9a11c50b0a100467961b,0.6618618565552382,0.15794154542630254
aeda648ef1ccaf013a70453eee0caf8a,0.6928996010842952,0.12570387941525474
da13eb51a23731d1542076afd2a4882d,0.6775779279300034,0.12708582299011023
b230be8a10f78f48e504b8dc5cfa7afb,0.6618618565552382,0.25086066141379604
ec03d66fcea8850ab39fe2bce3814f30,0.6618618565552381,0.11449534876088034
